codBPIN;nomProy
;REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL
;REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL
;CONTRIBUCIONES INHERENTES A LA NÓMINA
;CONTRIBUCIONES INHERENTES A LA NÓMINA
;SALARIO
;SALARIO
;REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL
;CONTRIBUCIONES INHERENTES A LA NÓMINA
;SALARIO
2018011000165;CAPACITACIÓN EN ÁREAS DE FORMACIÓN Y COMPETENCIA PROFESIONALES A DOCENTES Y ADMINISTRATIVOS DEL INFOTEP  SAN JUAN DEL CESAR
2018011000164;FORTALECIMIENTO DEL BIENESTAR INSTITUCIONAL DEL INFOTEP  SAN JUAN DEL CESAR
2018011000168;FORTALECIMIENTO DE LA CULTURA INVESTIGATIVA EN EL INFOTEP   SAN JUAN DEL CESAR
;CUOTA DE FISCALIZACIÓN Y AUDITAJE
;CUOTA DE FISCALIZACIÓN Y AUDITAJE
;CUOTA DE FISCALIZACIÓN Y AUDITAJE
;IMPUESTOS
;INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES)
;TRANSFERENCIAS BIENESTAR UNIVERSITARIO (LEY 30 DE 1992)
;OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN
;ADQUISICIONES DIFERENTES DE ACTIVOS
;ADQUISICIONES DIFERENTES DE ACTIVOS
;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS
;REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL
;CONTRIBUCIONES INHERENTES A LA NÓMINA
;CONTRIBUCIONES INHERENTES A LA NÓMINA
;SALARIO
;SALARIO
;REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL
2018011000167;FORTALECIMIENTO DE LA PROYECCION SOCIAL DEL INFOTEP  SAN JUAN DEL CESAR
2018011000166;MEJORAMIENTO DE LOS ESPACIOS FORMATIVOS Y TEORICO-PRACTICOS EN EL INFOTEP   SAN JUAN DEL CESAR
2018011000166;MEJORAMIENTO DE LOS ESPACIOS FORMATIVOS Y TEORICO-PRACTICOS EN EL INFOTEP   SAN JUAN DEL CESAR
2018011000166;MEJORAMIENTO DE LOS ESPACIOS FORMATIVOS Y TEORICO-PRACTICOS EN EL INFOTEP   SAN JUAN DEL CESAR
2018011001000;FORTALECIMIENTO DE LAS ESTRATEGIAS DE CALIDAD, COBERTURA, PERTINENCIA Y PERMANENCIA DE LA EDUCACIÓN SUPERIOR EN EL INFOTEP  SAN ANDRÉS
2018011000999;FORTALECIMIENTO DE LA GESTIÓN INSTITUCIONAL DEL INFOTEP   SAN ANDRES Y PROVIDENCIA
;CONTRIBUCIONES INHERENTES A LA NÓMINA
;SALARIO
;CUOTA DE FISCALIZACIÓN Y AUDITAJE
;CUOTA DE FISCALIZACIÓN Y AUDITAJE
;CUOTA DE FISCALIZACIÓN Y AUDITAJE
;CONCILIACIONES
;SENTENCIAS
;TRANSFERENCIAS BIENESTAR UNIVERSITARIO (LEY 30 DE 1992)
;TRANSFERENCIAS BIENESTAR UNIVERSITARIO (LEY 30 DE 1992)
;OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN
;ADQUISICIONES DIFERENTES DE ACTIVOS
;ADQUISICIONES DIFERENTES DE ACTIVOS
;ADQUISICIONES DIFERENTES DE ACTIVOS
;SALARIO
;REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL
;CONTRIBUCIONES INHERENTES A LA NÓMINA
;SALARIO
2019011000056;DISEÑO ORGANIZACIÓN Y PUESTA EN MARCHA DEL SISTEMA DE INVESTIGACIÓN DE LA ETITC  BOGOTÁ
2019011000055;DIVULGACIÓN ASISTENCIA TÉCNICA Y CAPACITACIÓN DE LA COMUNIDAD EDUCATIVA DE LA ESCUELA TECNOLÓGICA INSTITUTO TÉCNICO CENTRAL  BOGOTÁ
2019011000055;DIVULGACIÓN ASISTENCIA TÉCNICA Y CAPACITACIÓN DE LA COMUNIDAD EDUCATIVA DE LA ESCUELA TECNOLÓGICA INSTITUTO TÉCNICO CENTRAL  BOGOTÁ
2019011000093;ADQUISICIÓN DOTACIÓN, REPOSICIÓN, REMODELACIÓN, ADECUACIÓN Y RECUPERACIÓN DE LA PLANTA FÍSICA E INFRAESTRUCTURA TECNOLÓGICA DE LA ESCUELA TECNOLÓGICA INSTITUTO TÉCNICO CENTRAL  BOGOTÁ
2019011000093;ADQUISICIÓN DOTACIÓN, REPOSICIÓN, REMODELACIÓN, ADECUACIÓN Y RECUPERACIÓN DE LA PLANTA FÍSICA E INFRAESTRUCTURA TECNOLÓGICA DE LA ESCUELA TECNOLÓGICA INSTITUTO TÉCNICO CENTRAL  BOGOTÁ
2019011000093;ADQUISICIÓN DOTACIÓN, REPOSICIÓN, REMODELACIÓN, ADECUACIÓN Y RECUPERACIÓN DE LA PLANTA FÍSICA E INFRAESTRUCTURA TECNOLÓGICA DE LA ESCUELA TECNOLÓGICA INSTITUTO TÉCNICO CENTRAL  BOGOTÁ
;MULTAS, SANCIONES E INTERESES DE MORA
;CUOTA DE FISCALIZACIÓN Y AUDITAJE
;CUOTA DE FISCALIZACIÓN Y AUDITAJE
;CUOTA DE FISCALIZACIÓN Y AUDITAJE
;IMPUESTOS
;ADQUISICIÓN DE SERVICIOS
;CONCILIACIONES
;SENTENCIAS
;TRANSFERENCIAS BIENESTAR UNIVERSITARIO (LEY 30 DE 1992)
;TRANSFERENCIAS BIENESTAR UNIVERSITARIO (LEY 30 DE 1992)
;OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN
;OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN
;ADQUISICIONES DIFERENTES DE ACTIVOS
;ADQUISICIONES DIFERENTES DE ACTIVOS
;CONTRIBUCIONES INHERENTES A LA NÓMINA
;SALARIO
;REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL
;CONTRIBUCIONES INHERENTES A LA NÓMINA
;SALARIO
2018011000405;MEJORAMIENTO DE LAS CONDICIONES PARA LA GARANTIA DE LOS DERECHOS DE LAS PERSONAS CON DISCAPACIDAD VISUAL EN EL PAÍS.  NACIONAL
2018011000405;MEJORAMIENTO DE LAS CONDICIONES PARA LA GARANTIA DE LOS DERECHOS DE LAS PERSONAS CON DISCAPACIDAD VISUAL EN EL PAÍS.  NACIONAL
2018011000366;FORTALECIMIENTO DE PROCESOS Y RECURSOS DEL INCI PARA CONTRIBUIR CON EL MEJORAMIENTO DE SERVICIOS A LAS PERSONAS CON DISCAPACIDAD VISUAL  NACIONAL
2018011000366;FORTALECIMIENTO DE PROCESOS Y RECURSOS DEL INCI PARA CONTRIBUIR CON EL MEJORAMIENTO DE SERVICIOS A LAS PERSONAS CON DISCAPACIDAD VISUAL  NACIONAL
2018011000366;FORTALECIMIENTO DE PROCESOS Y RECURSOS DEL INCI PARA CONTRIBUIR CON EL MEJORAMIENTO DE SERVICIOS A LAS PERSONAS CON DISCAPACIDAD VISUAL  NACIONAL
;CUOTA DE FISCALIZACIÓN Y AUDITAJE
2017011000416;IMPLEMENTACIÓN , MONITOREO Y SEGUIMIENTO DEL MODELO INTEGRADO DE PLANEACIÓN Y GESTIÓN - MIPG DE INVIAS.  NACIONAL
2017011000401;IMPLEMENTACIÓN DE UN SISTEMA DE INFORMACIÓN GEOGRÁFICO DEL INVIAS.  NACIONAL
2018011000040;CAPACITACIÓN INTEGRAL PARA LOS FUNCIONARIOS DEL INSTITUTO NACIONAL DE VÍAS.   NACIONAL
2018011000040;CAPACITACIÓN INTEGRAL PARA LOS FUNCIONARIOS DEL INSTITUTO NACIONAL DE VÍAS.   NACIONAL
2018011000262;MEJORAMIENTO DE LA CALIDAD EN LA ESTRUCTURACIÓN Y DISEÑOS DE PROYECTOS DE INFRAESTRUCTURA DE TRANSPORTE.  NACIONAL
2017011000405;LEVANTAMIENTO Y ANÁLISIS DE INFORMACIÓN DEL PARQUE AUTOMOTOR QUE TRANSITA POR LA RED VIAL.  NACIONAL
2018011001003;ANÁLISIS ESTUDIOS Y/O DISEÑOS EN INFRAESTRUCTURA DE TRANSPORTE.  NACIONAL
2018011000986;MEJORAMIENTO , MANTENIMIENTO, ADECUACIÓN Y ADQUISICIÓN DE EDIFICIOS SEDES DEL INVIAS.  NACIONAL
2018011000986;MEJORAMIENTO , MANTENIMIENTO, ADECUACIÓN Y ADQUISICIÓN DE EDIFICIOS SEDES DEL INVIAS.  NACIONAL
2018011000932;CONSTRUCCIÓN , MEJORAMIENTO Y MANTENIMIENTO DE LA CONEXIÓN ENTRE LA TRANSVERSAL BUENAVENTURA - PUERTO CARREÑO Y LA TRONCAL CENTRAL DEL NORTE,  CUNDINAMARCA
2018011000925;CONSTRUCCIÓN , MEJORAMIENTO Y MANTENIMIENTO DE LA CARRETERA SAN CAYETANO - CORNEJO - ZULIA.  NORTE DE SANTANDER
2018011000798;CONSTRUCCIÓN , MEJORAMIENTO Y MANTENIMIENTO DE LA CARRETERA BUENAVENTURA-BOGOTÁ-VILLAVICENCIO-PUERTO GAITÁN-EL PORVENIR-PUERTO CARREÑO. TRANSVERSAL BUENAVENTURA-VILLAVICENCIO-PUERTO CARREÑO.  VALLE DEL CAUCA, QUINDIO, TOLIMA, C/MARCA, META, VICHADA-
2018011000528;CONSTRUCCIÓN , MEJORAMIENTO Y MANTENIMIENTO DE LA CARRETERA TUQUERRES - SAMANIEGO.  NARIÑO
2018011000439;CONSTRUCCIÓN , MEJORAMIENTO Y MANTENIMIENTO DE LA CARRETERA RUMICHACA-PALMIRA-CERRITO-MEDELLÍN-SINCELEJO-BARRANQUILLA. TRONCAL DE OCCIDENTE.  NARIÑO, CAUCA, VALLE DEL CAUCA, RISARALDA, CALDAS, ANTIOQUIA, CÓRDOBA, SUCRE, BOLÍVAR, ATLÁNTICO
2018011000439;CONSTRUCCIÓN , MEJORAMIENTO Y MANTENIMIENTO DE LA CARRETERA RUMICHACA-PALMIRA-CERRITO-MEDELLÍN-SINCELEJO-BARRANQUILLA. TRONCAL DE OCCIDENTE.  NARIÑO, CAUCA, VALLE DEL CAUCA, RISARALDA, CALDAS, ANTIOQUIA, CÓRDOBA, SUCRE, BOLÍVAR, ATLÁNTICO
2018011000443;CONSTRUCCIÓN , MEJORAMIENTO Y MANTENIMIENTO DE LA CARRETERA POPAYÁN (CRUCERO) - TOTORO - GUADUALEJO - PUERTO VALENCIA - LA PLATA - LABERINTO Y ALTERNAS DE LA TRANSVERSAL  HUILA, CAUCA
2018011000465;CONSTRUCCIÓN , MEJORAMIENTO Y MANTENIMIENTO DE LA CARRETERA POPAYÁN - PATICO - PALETARÁ - ISNOS - PITALITO - SAN AGUSTÍN DE LOS CIRCUITOS ECOTURÍSTICOS  HUILA, CAUCA
2020011000213;DESARROLLO E IMPLEMENTACION DE UN SISTEMA DE GESTION DE LA INFRAESTRUCTURA DE TRANSPORTE.  NACIONAL
2019011000198;ADMINISTRACIÓN , RECAUDO Y CONTROL DE LA CONTRIBUCIÓN POR VALORIZACIÓN.  NACIONAL
2019011000262;DESARROLLO Y ACTUALIZACIÓN DE ANÁLISIS DE PRECIOS UNITARIOS DEL INVIAS. NACIONAL
2018011001016;RENOVACIÓN , ACTUALIZACIÓN Y MANTENIMIENTO DE LAS TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES EN EL INVÍAS.  NACIONAL
2018011001016;RENOVACIÓN , ACTUALIZACIÓN Y MANTENIMIENTO DE LAS TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES EN EL INVÍAS.  NACIONAL
;ESTAMPILLAS
;IMPUESTOS
;FONDO DE CONTINGENCIAS DE LAS ENTIDADES ESTATALES
2018011000513;CONSTRUCCIÓN , MEJORAMIENTO Y MANTENIMIENTO DE LA CARRETERA CARTAGO-ALCALA-MONTENEGRO-ARMENIA.  VALLE DEL CAUCA, QUINDIO
2018011000513;CONSTRUCCIÓN , MEJORAMIENTO Y MANTENIMIENTO DE LA CARRETERA CARTAGO-ALCALA-MONTENEGRO-ARMENIA.  VALLE DEL CAUCA, QUINDIO
2018011000515;CONSTRUCCIÓN , MEJORAMIENTO Y MANTENIMIENTO DE LA CARRETERA EL CARMEN - VALLEDUPAR - MAICAO. TRANSVERSAL CARMEN - BOSCONIA - VALLEDUPAR - MAICAO.  BOLÍVAR, MAGDALENA, CESAR, LA GUAJIRA
2018011000515;CONSTRUCCIÓN , MEJORAMIENTO Y MANTENIMIENTO DE LA CARRETERA EL CARMEN - VALLEDUPAR - MAICAO. TRANSVERSAL CARMEN - BOSCONIA - VALLEDUPAR - MAICAO.  BOLÍVAR, MAGDALENA, CESAR, LA GUAJIRA
2018011000516;CONSTRUCCIÓN , MEJORAMIENTO Y MANTENIMIENTO DE LAS CIRCUNVALARES DE  SAN ANDRES Y PROVIDENCIA
2018011000577;CONSTRUCCIÓN , MEJORAMIENTO Y MANTENIMIENTO CARRETERA CALAMAR - SAN JOSÉ DEL GUAVIARE DE LOS ACCESOS A MITÚ. DEPARTAMENTO DEL  GUAVIARE
2018011000798;CONSTRUCCIÓN , MEJORAMIENTO Y MANTENIMIENTO DE LA CARRETERA BUENAVENTURA-BOGOTÁ-VILLAVICENCIO-PUERTO GAITÁN-EL PORVENIR-PUERTO CARREÑO. TRANSVERSAL BUENAVENTURA-VILLAVICENCIO-PUERTO CARREÑO.  VALLE DEL CAUCA, QUINDIO, TOLIMA, C/MARCA, META, VICHADA-
2018011000926;CONSTRUCCIÓN , MEJORAMIENTO Y MANTENIMIENTO DE LA CARRETERA LA UNIÓN - SONSON, CIRCUITO MEDELLÍN - VALLE DE RIONEGRO.  ANTIOQUIA
2018011000943;CONSTRUCCIÓN , MEJORAMIENTO Y MANTENIMIENTO DE LA CARRETERA TUMACO-PASTO-MOCOA DE LA TRANSVERSAL TUMACO-MOCOA EN LOS DEPARTAMENTOS DE  NARIÑO, PUTUMAYO
2018011000945;CONSTRUCCIÓN , MEJORAMIENTO Y MANTENIMIENTO DE LA CARRETERA LA ESPRIELLA - RIO MATAJE-CONEXIÓN TRANSVERSAL TUMACO LETICIA Y EL ECUADOR EN EL DEPARTAMENTO DE  NARIÑO
2018011000938;CONSTRUCCIÓN , MEJORAMIENTO Y MANTENIMIENTO DE LA CARRETERA CÚCUTA - DOS RIOS - SAN FAUSTINO - LA CHINA,  NORTE DE SANTANDER
2018011001014;MEJORAMIENTO Y MANTENIMIENTO DE LA VÍA ALTERNA AL PUERTO DE SANTA MARTA EN EL DEPARTAMENTO DE  MAGDALENA
2018011000990;MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DE LA REGIÓN  VALLE DEL CAUCA
2018011000991;MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DE LA REGIÓN  META
2018011000992;MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DE LA REGIÓN  NORTE DE SANTANDER
2018011000957;MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DE LA REGIÓN  ATLÁNTICO
2018011000958;MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DE LA REGIÓN  CUNDINAMARCA
2018011000950;MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DE LA REGIÓN  ANTIOQUIA
2018011000739;MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DEL AEROPUERTO ALFONSO LÓPEZ PUMAREJO DE   VALLEDUPAR
2018011000736;MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DEL AEROPUERTO GUILLERMO LEON VALENCIA DE  POPAYÁN
2018011000737;MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DEL AEROPUERTO YARIGUIES DE LA CIUDAD DE   BARRANCABERMEJA
2018011000727;MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DEL AEROPUERTO EL ALCARAVAN DE  YOPAL
2018011000574;MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DEL AEROPUERTO INTERNACIONAL EL EDÉN DE LA CIUDAD DE  ARMENIA
2018011000931;INVESTIGACIÓN DE ACCIDENTES E INCIDENTES AÉREOS EN EL TERRITORIO   NACIONAL
2018011001019;FORMACIÓN DEL RECURSO HUMANO ESPECIALIZADO Y PROFESIONALIZADO EN ÁREAS RELACIONADAS CON LA SEGURIDAD OPERACIONAL Y DE LA AVIACIÓN CIVIL.  NACIONAL
2018011001020;FORTALECIMIENTO DE LA CAPACIDAD INSTITUCIONAL Y SU TALENTO HUMANO NIVEL  NACIONAL
2018011001001;FORTALECIMIENTO DEL SERVICIO DE AUTORIDAD SOBRE LA AVIACIÓN CIVIL Y LA INDUSTRIA AERONÁUTICA A NIVEL  NACIONAL
2018011000893;DESARROLLO DE PROCESOS DE CAPACITACIÓN Y ENTRENAMIENTO EN EL PUESTO DE TRABAJO ORIENTADOS A LOS SERVIDORES PÚBLICOS AL SERVICIO DE LA AEROCIVIL A NIVEL  NACIONAL
2018011000853;FORTALECIMIENTO DE LA GESTIÓN INTERNA PARA LA ALINEACIÓN DE LA ESTRATEGIA TI CON LOS COMPONENTES MISIONALES, PARA CREAR UNA COMPETITIVIDAD ESTRATÉGICA EN LA UNIDAD ADMINISTRATIVA ESPECIAL DE AERONÁUTICA CIVIL A NIVEL  NACIONAL
2018011001051;IMPLEMENTACIÓN DE ESTRATEGIAS PARA EL DESARROLLO DE LA INDUSTRIA AÉREA RPAS EN COLOMBIA A NIVEL  NACIONAL
2018011001074;FORTALECIMIENTO DEL SISTEMA DE  NAVEGACIÓN AÉREA   NACIONAL
2019011000271;CONSTRUCCIÓN DE UNA PISTA DE ATERRIZAJE (HITO 1: 1460X30M) EN PALESTINA
2019011000271;CONSTRUCCIÓN DE UNA PISTA DE ATERRIZAJE (HITO 1: 1460X30M) EN PALESTINA
2020011000253;CONSTRUCCION DEL AEROPUERTO DEL CAFE - ETAPA I PALESTINA
;SALARIO
;CONTRIBUCIONES INHERENTES A LA NÓMINA
;REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL
;OTROS GASTOS DE PERSONAL - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN
;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS
;ADQUISICIONES DIFERENTES DE ACTIVOS
;COMISIÓN LATINOAMERICANA DE AVIACIÓN CIVIL- CLAC. - LEY 622/2000
;ORGANIZACIÓN DE AVIACIÓN CIVIL INTERNACIONAL -OACI - LEY 12 DE 1947
;PROVISIÓN PARA GASTOS INSTITUCIONALES Y/O SECTORIALES CONTINGENTES- PREVIO CONCEPTO DGPPN
;MESADAS PENSIONALES (DE PENSIONES)
;INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES)
;SENTENCIAS
;CONCILIACIONES
;LAUDOS ARBITRALES
;ADQUISICIÓN DE SERVICIOS
;IMPUESTOS
;CUOTA DE FISCALIZACIÓN Y AUDITAJE
;CONTRIBUCIÓN – SUPERINTENDENCIA DE VIGILANCIA Y SEGURIDAD PRIVADA
;MULTAS, SANCIONES E INTERESES DE MORA
2018011001021;CONSOLIDACIÓN DEL AEROPUERTO EL DORADO CIUDAD REGIÓN   BOGOTÁ, CUNDINAMARCA
2018011000728;MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DEL AEROPUERTO ALMIRANTE PADILLA DE  RIOHACHA
2018011000729;MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DEL AEROPUERTO  RAFAEL NÚÑEZ DE  CARTAGENA
2018011000730;MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DEL AEROPUERTO INTERNACIONAL SIMÓN BOLÍVAR DE LA CIUDAD DE  SANTA MARTA
2018011000731;MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DEL AEROPUERTO ANTONIO NARIÑO DE  PASTO
2018011000732;MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DEL AEROPUERTO  INTERNACIONAL ALFONSO BONILLA ARAGÓN DE LA CIUDAD DE  CALI
2018011000738;MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DEL AEROPUERTO LUIS GERARDO TOVAR DE  BUENAVENTURA
2018011000726;MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DEL AEROPUERTO JOSÉ MARÍA CÓRDOVA DE LA CIUDAD DE   RIONEGRO
;OTRAS CUENTAS POR PAGAR
2018011000733;MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DEL AEROPUERTO CAMILO DAZA DE LA CIUDAD DE   CÚCUTA
2018011000734;MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DEL AEROPUERTO PALONEGRO DE  BUCARAMANGA
2018011000735;MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DEL AEROPUERTO SAN LUIS DE   IPIALES
2018011000576;MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DE LOS AEROPUERTOS GUSTAVO ROJAS PINILLA  Y EL EMBRUJO DE  SAN ANDRES Y PROVIDENCIA
2018011000572;MEJORAMIENTO DE LOS SERVICIOS AEROPORTUARIOS Y A LA NAVEGACIÓN AÉREA DEL AEROPUERTO ALFREDO VASQUEZ COBO DE LA CIUDAD DE  LETICIA
2018011000970;APOYO A LAS ENTIDADES TERRITORIALES PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA DE TRANSPORTE AÉREO A NIVEL  NACIONAL
2018011000835;FORTALECIMIENTO DE LA CAPACIDAD Y CALIDAD CIENTÍFICA DE LOS ENSAYOS REALIZADOS EN LOS LABORATORIOS FORENSES  NACIONAL
;SALARIO
;CONTRIBUCIONES INHERENTES A LA NÓMINA
;REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL
;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS
;ADQUISICIONES DIFERENTES DE ACTIVOS
;ADQUISICIONES DIFERENTES DE ACTIVOS
;ADQUISICIONES DIFERENTES DE ACTIVOS
;OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN
;INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES)
;SENTENCIAS
;IMPUESTOS
;CUOTA DE FISCALIZACIÓN Y AUDITAJE
;CUOTA DE FISCALIZACIÓN Y AUDITAJE
;CUOTA DE FISCALIZACIÓN Y AUDITAJE
2018011000994;FORTALECIMIENTO Y MODERNIZACIÓN TECNOLÓGICA DE LA POLICÍA JUDICIAL DE LA FGN PARA LA INVESTIGACIÓN PENAL A NIVEL   NACIONAL
2018011000817;FORTALECIMIENTO DE LA CAPACIDAD TÉCNICO-CIENTÍFICA DE LOS LABORATORIOS Y GRUPOS DE CRIMINALÍSTICA DE LA FISCALÍA A NIVEL  NACIONAL
2018011000817;FORTALECIMIENTO DE LA CAPACIDAD TÉCNICO-CIENTÍFICA DE LOS LABORATORIOS Y GRUPOS DE CRIMINALÍSTICA DE LA FISCALÍA A NIVEL  NACIONAL
2018011000820;FORTALECIMIENTO DE LOS SERVICIOS DE TIC EN LA IMPLEMENTACIÓN DE LA ARQUITECTURA INSTITUCIONAL DE LA FISCALÍA A NIVEL  NACIONAL
2018011000820;FORTALECIMIENTO DE LOS SERVICIOS DE TIC EN LA IMPLEMENTACIÓN DE LA ARQUITECTURA INSTITUCIONAL DE LA FISCALÍA A NIVEL  NACIONAL
;MULTAS, SANCIONES E INTERESES DE MORA
;CUOTA DE FISCALIZACIÓN Y AUDITAJE
;CUOTA DE FISCALIZACIÓN Y AUDITAJE
;CUOTA DE FISCALIZACIÓN Y AUDITAJE
;TASAS Y DERECHOS ADMINISTRATIVOS
;IMPUESTOS
;CESANTÍAS
;FALLOS JUDICIALES, DECISIONES CUASIJUDICIALES Y SOLUCIONES AMISTOSAS SISTEMA INTERAMERICANO DE DERECHOS HUMANOS
;CONCILIACIONES
;SENTENCIAS
;SENTENCIAS
;INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES)
;MESADAS PENSIONALES (DE PENSIONES)
;OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN
;OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN
;FONDO DE PROTECCIÓN DE JUSTICIA. DECRETO 1890 DE 1999 Y DECRETO 200 DE 2003
;PROGRAMA DE PROTECCIÓN A PERSONAS QUE SE ENCUENTRAN EN SITUACIÓN DE RIESGO CONTRA SU VIDA, INTEGRIDAD, SEGURIDAD O LIBERTAD, POR CAUSAS RELACIONADAS CON LA VIOLENCIA EN COLOMBIA
;ADQUISICIONES DIFERENTES DE ACTIVOS
;ADQUISICIONES DIFERENTES DE ACTIVOS
;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS
;REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL
;CONTRIBUCIONES INHERENTES A LA NÓMINA
;SALARIO
;CUOTA DE FISCALIZACIÓN Y AUDITAJE
;PRÉSTAMOS DIRECTOS (DECRETO LEY 1010/2000)
;ADQUISICIONES DIFERENTES DE ACTIVOS
;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS
2018011000448;FORMACIÓN PERMANENTE PARA LOS SERVIDORES DE LA REGISTRADURÍA NACIONAL DEL ESTADO CIVIL, EN LA GESTIÓN DEL DESARROLLO Y EN TÉCNICAS Y COMPETENCIAS DE APLICACIÓN MISIONAL.  NACIONAL
2018011000553;FORTALECIMIENTO DE LA CAPACIDAD DE ATENCIÓN EN IDENTIFICACIÓN PARA LA POBLACIÓN EN CONDICIÓN DE VULNERABILIDAD, APD   NACIONAL
2018011000587;FORTALECIMIENTO DEL SERVICIO DEL SISTEMA DEL ARCHIVO NACIONAL DE IDENTIFICACIÓN ANI Y SISTEMAS CONEXOS  NACIONAL
2018011000701;SERVICIO DE RESPALDO DE LOS SISTEMAS DE INFORMACIÓN DE PROCESOS DE IDENTIFICACIÓN, ELECTORALES Y ADMINISTRATIVOS A NIVEL  NACIONAL
2018011000693;MEJORAMIENTO Y MANTENIMIENTO DE LA INFRAESTRUCTURA ADMINISTRATIVA A NIVEL  NACIONAL
2018011000719;FORTALECIMIENTO DE LA RED CORPORATIVA DE TELECOMUNICACIONES - PMT, ELECTORAL  Y ADMINISTRATIVA  NACIONAL
2018011000719;FORTALECIMIENTO DE LA RED CORPORATIVA DE TELECOMUNICACIONES - PMT, ELECTORAL  Y ADMINISTRATIVA  NACIONAL
2018011000718;MEJORAMIENTO  DE LA  RED ELÉCTRICA Y DE COMUNICACIONES A NIVEL NACIONAL.  NACIONAL
